title,director
"超人归来","布莱恩·辛格"
"回到未来3","罗伯特·泽米吉斯"
"时空线索","托尼·斯科特"
"深空失忆","克里斯蒂安·阿瓦特"
"心灵传输者","道格·里曼"
"超能失控","乔什·特兰克"
"异形大战铁血战士","保罗·安德森"
"透明人","保罗·范霍文"
"心慌方2：超立方体","安德列·塞库拉"
"决战猩球","蒂姆·波顿"
"超级八","J·J·艾布拉姆斯"
"未来战警","乔纳森·莫斯托"
"记忆裂痕","吴宇森"
"蝴蝶效应2","约翰·R·莱昂耐迪"
"地球停转之日","斯科特·德瑞克森"
"撕裂的末日","科特·维莫"
"天际浩劫","科林·施特劳斯 "
"天际浩劫"," 格雷格·施特劳斯"
"心慌方·零","厄尼·巴巴拉什"
"黑客帝国动画版","钟彼得 "
"黑客帝国动画版"," Andy Jones "
"黑客帝国动画版"," 川尻善昭 "
"黑客帝国动画版"," 小池健 "
"黑客帝国动画版"," 前田真宏 "
"黑客帝国动画版"," 森本晃司 "
"黑客帝国动画版"," 渡边信一郎"
"皮囊之下","乔纳森·格雷泽"
"冲出宁静号","乔斯·韦登"
"第六日","罗杰·斯波蒂伍德"
"蝴蝶效应3：启示","塞斯·格罗斯曼"
"火星人玩转地球","蒂姆·波顿"
"特警判官","彼得·特拉维斯"
"死亡幻觉","理查德·凯利"
"入侵脑细胞","塔西姆·辛"
"机器战警","保罗·范霍文"
"深渊","詹姆斯·卡梅隆"
"异能","保罗·麦奎根"
"星际传奇3","大卫·杜西"
"科学怪狗","蒂姆·波顿"
"人猿星球","富兰克林·沙夫纳"
"星际传奇","大卫·杜西"
"重生男人","Miguel Sapochnik"
"变蝇人","大卫·柯南伯格"
"全面回忆","保罗·范霍文"
"绝密飞行","罗伯·科恩"
"嗜血破晓","迈克尔·斯派瑞 "
"嗜血破晓"," 彼得·斯派瑞"
"极度深寒","斯蒂芬·索莫斯"
"天地大冲撞","咪咪·莱德"
"大都会","弗里茨·朗"
"火星任务","布莱恩·德·帕尔玛"
"异形大战铁血战士2","科林·施特劳斯 "
"异形大战铁血战士2"," 格雷格·施特劳斯"
"机器侠","刘镇伟"
"地心抢险记","乔恩·阿米尔"
"星际传奇2","大卫·杜西"
"惊变28天","丹尼·博伊尔"
"另一个地球","迈克·卡希尔"
"时间机器","西蒙·威尔斯"
"新铁血战士","尼莫洛德·安塔尔"
"铁血战士","约翰·麦克蒂尔南"
"太阳浩劫","丹尼·博伊尔"
"宝莱坞机器人之恋","S·尚卡尔"
"卫斯理之蓝血人","刘伟强"
"忧郁症","拉斯·冯·提尔"
"牛仔和外星人","乔恩·费儒"
"微光城市","吉尔·克兰"
"阿童木","大卫·博维斯"
"宿主","安德鲁·尼科尔"
"天地逃生","马克·耐沃尔代 "
"天地逃生"," 布莱恩·泰勒"
"欧罗巴报告","塞巴斯特·柯代洛"
"妙想天开","特瑞·吉列姆"
"怪形","约翰·卡朋特"
"屠魔战士","斯图尔特·贝亚蒂耶"
"蝙蝠侠与罗宾","乔·舒马赫"
"兵人","保罗·安德森"
"怪形前传","Matthijs van Heijningen Jr."
"霹雳贝贝","翁路明 "
"霹雳贝贝"," 宋崇"
"霹雳五号","约翰·班德汉姆"
"黑洞表面","保罗·安德森"
"驱魔者","Scott Charles Stewart"
"天兆","M·奈特·沙马兰"
"人类清除计划","詹姆斯·德莫纳克"
"第三类接触","史蒂文·斯皮尔伯格"
"星际旅行1：无限太空","罗伯特·怀斯"
"星际之门","罗兰·艾默里奇"
"天降奇兵","斯蒂芬·诺林顿"
"感官游戏","大卫·柯南伯格"
"太空飞行棋","乔恩·费儒"
"第四类接触","奥拉顿德·奥逊山米"
"致命拜访","奥利弗·西斯贝格 "
"致命拜访"," 詹姆斯·麦克特格"
"隔绝","泽维尔·吉恩斯"
"机器人与弗兰克","杰克·施莱尔"
"异种","罗杰·唐纳森"
"紫外线","科特·维莫"
"进化危机","伊万·雷特曼"
"2010","彼得·海姆斯"
"记忆提取","尼尔·帕尼瑞"
"星河战队3：掠夺者","Edward Neumeier"
"钢铁巨人","布拉德·伯德"
"科学怪人","肯尼思·布拉纳"
"原始星球","阿内·拉鲁"
"超人","理查德·唐纳"
"西蒙妮","安德鲁·尼科尔"
"魔力女战士","卡瑞恩·库萨马"
"大战外星人","罗伯·莱特曼 "
"大战外星人"," 康拉德·弗农"
"星际旅行2：可汗怒吼","尼古拉斯·梅耶"
"时空罪恶","那奇欧·维加隆多"
"天空上尉与明日世界","克里·孔兰"
"飞向太空","安德烈·塔科夫斯基"
"天外来菌","迈克尔·塞洛蒙"
"太空运输","Ivan Engler"
"死亡密码","达伦·阿伦诺夫斯基"
"末日侵袭","尼尔·马歇尔"
"第十三层","Chris Roache"
"灭顶之灾","M·奈特·沙马兰"
"至暗之时","Chris Gorak"
"毁灭战士","Andrzej Bartkowiak"
"透明人2","Claudio Fäh"
"未来学大会","阿里·福尔曼"
"零点定理","特瑞·吉列姆"
"信号","威廉·尤班克"
"潜行者","安德烈·塔科夫斯基"
"铁血战士2","斯蒂芬·霍普金斯"
"深海圆疑","巴瑞·莱文森"
"街区大作战","乔·考尼什"
"疯狂的兔子","崔小芹 "
"疯狂的兔子"," 孟卫兵"
"机器战警2","厄文·克什纳"
"星河战队：入侵","荒牧伸志(Shinji Aramaki)"
"星河战队2：联邦英雄","Phil Tippett"
"闪电奇迹","维克多·萨尔瓦"
"电子世界争霸战","史蒂文·利斯伯吉尔"
"魔鬼山历险记","安迪·菲克曼"
"黑暗扫描仪","理查德·林克莱特"
"最终幻想","坂口博信 "
"最终幻想"," Moto Sakakibara"
"星际旅行4：抢救未来","伦纳德·尼莫伊"
"童梦失魂夜","马克·卡罗 "
"童梦失魂夜"," 让-皮埃尔·热内"
"怪兽","加里斯·爱德华斯"
"复制娇妻","弗兰克·奥兹"
"魔兽战场","霍华德·麦凯恩"
"时间裂缝","Tom Holland"
"一九八四","迈克尔·莱德福"
"泰若星球","Aristomenis Tsirbas"
"星际旅行10：复仇女神","斯图尔特·贝尔德"
"X档案：征服未来","罗伯·鲍曼"
"500年后","乔治·卢卡斯"
"生死新纪元","马修·卡索维茨"
"星际旅行3：石破天惊","伦纳德·尼莫伊"
"特警判官","Danny Cannon"
"飙风战警","巴里·索南菲尔德"
"星际旅行8：第一类接触","乔纳森·弗雷克斯"
"伊娃","凯克·麦罗"
"传染病","史蒂文·索德伯格"
"机器战警3","弗莱德·戴克尔"
"正义联盟：闪点悖论","杰伊·欧力瓦"
"2077日本锁国","曾利文彦"
"阿波罗18号","冈扎罗·洛佩兹-加勒果"
"惊爆银河系","迪恩·帕里索特"
"51号星球","Jorge Blanco"
"星球大战：克隆战争","Dave Filoni"
"黑暗天际","斯科特·查尔斯·斯图瓦特"
"地下理想国","Tarik Saleh"
"星际旅行6：未来之城","尼古拉斯·梅耶"
"X档案：我要相信","克里斯·卡特"
"亚特兰蒂斯：失落的帝国","加里·特洛斯达勒 "
"亚特兰蒂斯：失落的帝国"," 柯克·维斯"
"大气层消失","冯小宁"
"星际旅行5：终极先锋","威廉·夏特纳"
"黑色闪电","Dmitriy Kiselev "
"黑色闪电"," Aleksandr Voytinskiy"
"变异编年史","西蒙·亨特"
"深海狂鲨","雷尼·哈林"
"重返中世纪","理查德·唐纳"
"太空异种","Rand Ravich"
"拜见罗宾逊一家","Stephen J. Anderson"
"末日哲学家","约翰·赫德斯"
"火龙帝国","罗伯·鲍曼"
"超人高校","迈克·米歇尔"
"阿尔法城","让-吕克·戈达尔"
"星际旅行7：斗转星移","David Carson"
"灵幻夹克","约翰·梅布里"
"机械危情","Caradog W. James"
"星际旅行9：起义","乔纳森·弗雷克斯"
"神秘博士：火星之水","Graeme Harper"
"极度恐慌","沃尔夫冈·彼德森"
"寂静的地球","Geoff Murphy"
"犹大之吻","J.T 泰普诺巴"
"红色星球","Antony Hoffman"
"幻世追踪","布莱恩·A·米勒"
"楼上的外星人","John Schultz"
"捕梦网","劳伦斯·卡斯丹"
"变种DNA","吉尔莫·德尔·托罗"
"邮差","凯文·科斯特纳"
"安全没有保障","科林·特雷沃罗"
"非常小特务2","罗伯特·罗德里格兹"
"解冻","Mark A. Lewis"
"地球停转之日","罗伯特·怀斯"
"超人2","理查德·唐纳 "
"超人2"," 理查德·莱斯特"
"阿瓦隆","押井守"
"失落的大陆","布拉德·塞伯宁"
"刀走偏锋","文森佐·纳塔利"
"异种 3","Brad Turner"
"越空狂龙","Marco Brambilla"
"非常小特务3","罗伯特·罗德里格兹"
"诸神混乱之女神陷阱","Enki Bilal"
"冒名顶替","加里·弗莱德"
"霹雳五号续集","Kenneth Johnson"
"宇宙战舰大和号","山崎貴"
"逃离猩球","Don Taylor"
"末世殖民地","杰夫·兰弗洛"
"撕裂人","詹姆斯·古恩"
"珍爱泉源","达伦·阿伦诺夫斯基"
"非常小特务","罗伯特·罗德里格兹"
"金刚","梅里安·C·库珀 "
"金刚"," 欧尼斯特·B· 舍德萨克"
"死亡空间：坍塌","Chuck Patton"
"睡眠经销商","Alex Rivera"
"太空堡垒卡拉狄加：利刃","菲利克斯·因瑞奎兹·阿卡拉"
"领航员","兰德尔·克莱泽"
"科学怪人","詹姆士·威尔"
"飞向太空2002","史蒂文·索德伯格"
"异种4","Nick Lyon"
"我的超级前女友","伊万·雷特曼"
"海底两万里","罗德·哈迪"
"失陷猩球","泰德·珀斯特"
"极度空间","约翰·卡朋特"
"末世纪暴潮","凯瑟琳·毕格罗"
"虫洞效应","罗伯特·沙耶"
"逆流的色彩","什恩·卡鲁斯"
"沙丘","大卫·林奇"
"关公大战外星人","陈洪民"
"20世纪少年","堤幸彦"
"迷失太空","斯蒂芬·霍普金斯"
"再造战士","罗兰·艾默里奇"
"雷管","Shane Carruth"
"决战猩球","J·李·汤普森"
"墨水","Jamin Winans"
"死亡幻觉2","Chris Fisher"
"神童","Antoine Charreyron"
"超能游戏者","保罗·萨纳耶夫"
"钢铁侠：噬甲危机","浜崎博嗣"
"戴夫号飞船","布莱恩·罗宾斯"
"费城实验","斯图尔特·罗菲尔"
"八脚怪","埃洛瑞·埃卡伊姆"
"变蝇人","库特·纽曼"
"老师不是人","罗伯特·罗德里格兹"
"飞出个未来大电影1：班德大行动","Dwayne Carey-Hill"
"睁开你的双眼","亚历杭德罗·阿梅纳瓦尔"
"禁忌星球","弗雷德·威尔科克斯"
"天外来客","尼古拉斯·罗伊格"
"新邻里联防","阿吉瓦·沙弗尔"
"末日浩劫","大卫·帕斯特尔 "
"末日浩劫"," 亚历克斯·帕斯特尔"
"火星上的最后时日","卢埃里·罗宾森"
"天袭","大卫·杜西"
"死亡空间：余波","Mike Disa"
"卫斯理传奇","泰迪·罗宾"
"猩球征服","J·李·汤普森"
"捉鬼敢死队","伊万·雷特曼"
"蠢蛋进化论","迈克·乔吉"
"正义联盟：两个地球的危机","Sam Liu "
"正义联盟：两个地球的危机"," 劳伦·蒙哥马利"
"非常小特工之时间大盗","罗伯特·罗德里格兹"
"地球回音","戴夫·格林"
"变蝇人2","Chris Walas"
"时空悍将","Brett Leonard"
"光晕：传奇","荒牧伸志 "
"光晕：传奇"," Frank O'Connor "
"光晕：传奇"," 押井守 "
"光晕：传奇"," 二村秀树 "
"光晕：传奇"," 真下耕一"
"超人集中营","Peter Hewitt"
"人烟之岛","费奥多尔·邦达尔丘克"
"黑星球","约翰·卡朋特"
"华氏451度","弗朗索瓦·特吕弗"
"正义联盟：战争","杰伊·欧力瓦"
"疯狂的麦克斯2","乔治·米勒"
"异形终结","克里斯丁·杜瓦"
"女超人","吉诺特·兹瓦克"
"爱的就是你","查理·麦克道威尔"
"环游世界八十天","巴兹·库里克"
"超人3","理查德·莱斯特"
"绿灯侠：首次飞行","劳伦·蒙哥马利"
"星际之门：时空连续","Martin Wood"
"捍卫机密","Robert Longo"
"神奇旅程","理查德·弗莱彻"
"疯狂的麦克斯","乔治·米勒"
"太空英雌芭芭丽娜","罗杰·瓦迪姆"
"超世纪战神","安布哈雅·辛哈"
"量子启示录","Justin Jones"
"一声惊雷","彼得·海姆斯"
"西部世界","迈克尔·克莱顿"
"亲爱的，我把孩子放大了","兰德尔·克莱泽"
"超级英雄","克雷格·麦辛"
"绿灯侠：翡翠骑士","Chris Berkeley "
"绿灯侠：翡翠骑士"," Lauren Montgomery "
"绿灯侠：翡翠骑士"," Jay Oliva"
"科学怪人的新娘","詹姆士·威尔"
"机器人情缘","秋山贵彦"
"毒吻","陈兴中"
"八面埋伏","雷尼·哈林"
"机械师","布拉德·安德森"
"本能","保罗·范霍文"
"生死停留","马克·福斯特"
"天使与魔鬼","朗·霍华德"
"终极面试","斯图尔特·哈泽尔丁"
"影子写手","罗曼·波兰斯基"
"致命伴旅","弗洛里安·亨克尔·冯·多纳斯马"
"捉迷藏","约翰·波尔森"
"斯托克","朴赞郁"
"神秘拼图","菲利普·诺伊斯"
"不明身份","佐米·希尔拉"
"神秘河","克林特·伊斯特伍德"
"西北偏北","阿尔弗雷德·希区柯克"
"迷魂记","阿尔弗雷德·希区柯克"
"龙纹身的女孩","涅尔斯·阿登·欧普勒夫"
"孤堡惊情","胡安·安东尼奥·巴亚纳"
"尼罗河上的惨案","约翰·吉勒明"
"蝴蝶梦","阿尔弗雷德·希区柯克"
"秘窗","大卫·凯普"
"大追捕","周显扬"
"东方快车谋杀案","西德尼·吕美特"
"玩命记忆","西蒙·布兰德"
"豺狼计划","Jeff Wadlow"
"破绽","格里高利·霍布里特"
"香草的天空","卡梅伦·克罗"
"黑色大丽花","布莱恩·德·帕尔玛"
"电梯里的恶魔","John Erick Dowdle"
"第九道门","罗曼·波兰斯基"
"八美图","弗朗索瓦·欧容"
"电话谋杀案","阿尔弗雷德·希区柯克"
"宿敌","丹尼斯·维伦纽瓦"
"爱德华大夫","阿尔弗雷德·希区柯克"
"失眠症","克里斯托弗·诺兰"
"空中危机","罗伯特·斯文克"
"深度谜案","阿莱克斯·德拉·伊格莱希亚"
"来自地狱","艾尔伯特·休斯 "
"来自地狱"," 艾伦·休斯"
"唐人街","罗曼·波兰斯基"
"在我入睡前","罗温·乔夫"
"B+侦探","彭顺"
"战略特勤组","格雷格·乔丹"
"无声言证","Anthony Waller"
"乘客","罗德里格·加西亚"
"死神来了5","史蒂文·奎里"
"密室之不可靠岸","张番番"
"C+侦探","彭顺"
"极限空间","路易斯·佩德拉希塔 "
"极限空间"," 罗德里格·索佩纳"
"当你熟睡","豪梅·巴拿盖鲁"
"卢浮魅影","让-保尔·萨罗米"
"乌鸦","詹姆斯·麦克特格"
"东方快车谋杀案","菲利普·马丁"
"妖夜慌踪","大卫·林奇"
"好奇害死猫","张一白"
"高度怀疑","彼得·海姆斯"
"88分钟","乔恩·阿维奈"
"夺命手术","Joby Harold"
"完美逃亡","大卫·杜西"
"女蛹","邱处机"
"无懈可击","马克·佩灵顿"
"失踪宝贝","本·阿弗莱克"
"最佳嫌疑人","张承"
"群鸟","阿尔弗雷德·希区柯克"
"八毫米","乔·舒马赫"
"夺魂索","阿尔弗雷德·希区柯克"
"后窗惊魂","D·J·卡卢索"
"完美陌生人","詹姆斯·弗雷"
"不朽的园丁","费尔南多·梅里尔斯"
"机动杀人","D·J·卡卢索"
"灵数23","乔·舒马赫"
"高斯福庄园","罗伯特·奥特曼"
"第三人","卡罗尔·里德"
"刺杀肯尼迪","奥利佛·斯通"
"守望者：罪恶迷途","非行"
"足迹","肯尼思·布拉纳"
"三十九级台阶","阿尔弗雷德·希区柯克"
"暗流","马修·卡索维茨"
"本能2","迈克尔·卡顿-琼斯"
"不请自来","Charles Guard "
"不请自来"," Thomas Guard"
"同谋","彭顺"
"密室之不可告人","张番番"
"断头谷","蒂姆·波顿"
"白丝带","迈克尔·哈内克"
"寂静岭","克里斯多夫·甘斯"
"匿名者","罗兰·艾默里奇"
"雾气蒙蒙","罗兰·苏素·里希特"
"阁楼","艾瑞克·范·洛依"
"生命之旅","Agnieszka Wojtowicz-Vosloo"
"九人禁闭室","Steven R. Monroe"
"再生门","安诺·绍尔"
"致命切割","Kongkiat Khomsiri"
"不要回头","玛丽娜·德·范"
"火车怪客","阿尔弗雷德·希区柯克"
"情谜","黎妙雪"
"夺命手机","格雷格·马克斯"
"阳光下的罪恶","盖伊·汉弥尔顿"
"大开眼戒","斯坦利·库布里克"
"玩尽杀绝","约翰·麦克诺顿"
"国家要案","凯文·麦克唐纳"
"神秘村","M·奈特·沙马兰"
"地狱医院","布拉德·安德森"
"梦宅诡影","吉姆·谢里丹"
"全城通缉","汪涛"
"黑暗乡村","托马斯·简"
"罪与罚","周显扬"
"老男孩","斯派克·李"
"13骇人游戏","楚克‧萨克瑞科"
"夺命追踪","埃托尔·达利亚"
"九死","Chris Shadley"
"不死劫","M·奈特·沙马兰"
"所有美好的东西","Andrew Jarecki"
"怪宴","罗伯特·摩尔"
"翻译风波","西德尼·波拉克"
"预言","Mennan Yapo"
"巴顿·芬克","乔尔·科恩 "
"巴顿·芬克"," 伊桑·科恩"
"恶魔","亨利-乔治·克鲁佐"
"不可告人","吉约姆·卡内"
"寂静岭2","迈克尔·巴塞特"
"鬼打墙","Jack Heller"
"旧日噩梦","Norbert Caoili "
"旧日噩梦"," Rob Portmann"
"死亡论文","亚历杭德罗·阿梅纳瓦尔"
"觉醒","尼克·墨菲"
"温柔地杀我","陈凯歌"
"青魇","邱礼涛"
"布鲁克斯先生","布鲁斯·A·埃文斯"
"转轮手枪","盖·里奇"
"剃刀边缘","布莱恩·德·帕尔玛"
"惊声尖叫","韦斯·克雷文"
"谜中谜","斯坦利·多南"
"足迹","约瑟夫·L·曼凯维奇"
"双瞳","陈国富"
"迈克尔·克莱顿","托尼·吉尔罗伊"
"将军的女儿","西蒙·韦斯特"
"异教徒","尼尔·拉布特"
"热泪伤痕","泰勒·海克福德"
"死亡录像","豪梅·巴拿盖鲁 "
"死亡录像"," 柏高·普拉扎"
"尼罗河上的惨案","安迪·威尔逊"
"无夜不漫长","Tom Shankland"
"玩叛游戏","Marcel Langenegger"
"马耳他之鹰","约翰·休斯顿"
"庇护所","曼斯·马林德 "
"庇护所"," 比约恩·史坦"
"贵妇失踪记","阿尔弗雷德·希区柯克"
"红灯","罗德里格·科特兹"
"无人生还","雷内·克莱尔"
"幽灵船","史蒂芬·贝克"
"不道德的审判","罗曼·波兰斯基"
"高个夜魔","Pascal Laugier"
"泳池情杀案","弗朗索瓦·欧容"
"亚特兰蒂斯之心","斯科特·希克斯"
"灵动：鬼影实录","Oren Peli"
"玩火的女孩","丹尼尔·阿尔弗雷森"
"克洛伊","阿托姆·伊戈扬"
"窃听大阴谋","弗朗西斯·福特·科波拉"
"悬崖上的野餐","彼得·威尔"
"异世浮生","阿德里安·莱恩"
"追凶","彭发"
"隐藏摄像机","迈克尔·哈内克"
"玫瑰之名","让-雅克·阿诺"
"9号谋杀案","Brad Anderson"
"内陆帝国","大卫·林奇"
"天启四骑士","乔纳斯·阿克伦德"
"辣手摧花","阿尔弗雷德·希区柯克"
"附身","文森佐·纳塔利"
"塘鹅暗杀令","艾伦·J·帕库拉"
"死路","让-巴普蒂斯特·安德烈 Jean-Baptiste Andrea "
"死路"," 法布里斯·坎内帕"
"超时空来电","Matthew Parkhill"
"火线特攻","乔恩·阿维奈"
"穿越西伯利亚","布拉德·安德森"
"基地疑云","约翰·麦克蒂尔南"
"非常公寓","吉勒斯·米莫尼"
"一级重罪","卡尔·弗兰克林"
"消失在第七街","布拉德·安德森"
"杀死一只知更鸟","罗伯特·马利根"
"捉贼记","阿尔弗雷德·希区柯克"
"桃色血案","奥托·普雷明格"
"小镇怪客托马斯","斯蒂芬·索莫斯"
"隐秘","朱塞佩·托纳多雷"
"虐童疑云","约翰·帕特里克·尚利"
"煤气灯下","乔治·库克"
"神秘失踪","乔治·斯鲁依泽"
"蛇眼","布莱恩·德·帕尔玛"
"激情","布莱恩·德·帕尔玛"
"乌鸦","亨利-乔治·克鲁佐"
"深闺疑云","阿尔弗雷德·希区柯克"
"雪盲","多米尼克·塞纳"
"死亡派对","解航"
"十个小黑人","斯坦尼斯拉夫·戈沃鲁辛"
"鬼影人","马修·卡索维茨"
"第39号案件","克里斯蒂安·阿瓦特"
"神秘群岛","Craig Rosenberg"
"夺命心跳","张琦"
"追凶","莱恩·约翰逊"
"极度失眠","埃里克·斯柯比约格"
"凶线","布莱恩·德·帕尔玛"
"存身","杰夫·尼克尔斯"
"满洲候选人","乔纳森·戴米"
"艳贼","阿尔弗雷德·希区柯克"
"何处寻真相","阿托姆·伊戈扬"
"房客","David Ondaatje"
"放大","米开朗基罗·安东尼奥尼"
"心智相投","Gregory J. Read"
"黑暗侵袭","尼尔·马歇尔"
"我知道你去年夏天干了什么","Jim Gillespie"
"心战","陈翊恒 "
"心战"," 胡学林 "
"心战"," 刘健平 "
"心战"," 许树宁"
"中毒(美版)","乔尔·贝格沃尔 "
"中毒(美版)"," Simon Sandquist"
"妖夜回廊","李志超"
"诡丝","苏照彬"
"灵异拼图","约瑟夫·鲁本"
"夺面解码","皮托夫"
"12怒汉：大审判","尼基塔·米哈尔科夫"
"变节：潜罪犯","邱礼涛"
"蛛丝马迹","李·塔玛霍瑞"
"惊声尖叫4","韦斯·克雷文"
"笔仙3","安兵基"
"黑巷少女","尼古拉斯·加斯纳"
"双重危机","布鲁斯·贝尔斯福德"
"形影不离","伍仕贤"
"啤酒谋杀案","保罗·安文"
"双峰镇：与火同行","大卫·林奇"
"梦游","彭顺"
"人山人海","蔡尚君"
"小贼、美女和妙探","沙恩·布莱克"
"针孔旅馆","Nimród Antal"
"惊声尖叫2","韦斯·克雷文"
"暗夜恐惧","Blutch "
"暗夜恐惧"," Charles Burns "
"暗夜恐惧"," Marie Caillou "
"暗夜恐惧"," Pierre Di Sciullo "
"暗夜恐惧"," Lorenzo Mattotti "
"暗夜恐惧"," Richard McGuire"
"鬼影","班庄·比辛达拿刚 "
"鬼影"," 柏德潘·王般"
"鬼镜","亚历山大·阿嘉"
"惊魂眼","山姆·雷米"
"隐形人","大卫·S·高耶"
"替身","Michael Brandt"
"圣歌","Eric Valette"
"火线追凶之黑枪疑云","胡明凯 "
"火线追凶之黑枪疑云"," 邓衍成"
"继父","尼尔森·麦科米克"
"笔仙","安兵基"
"蝶变","徐克"
"不良教育","佩德罗·阿莫多瓦"
"怪房客","罗曼·波兰斯基"
"桃色追捕令","加里·弗莱德"
"凶手就在门外","乔恩·阿米尔"
"无底洞","江涛"
"暗夜列车","Brian King"
"怪尸案","阿尔弗雷德·希区柯克"
"惊声尖叫3","韦斯·克雷文"
"阳光下的罪恶","Brian Farnham"
"特别响，非常近","史蒂芬·戴德利"
"上海小姐","奥逊·威尔斯"
"证据","奥拉顿德·奥逊山米"
"魔法奇幻秀","特瑞·吉列姆"
"撒旦探戈","贝拉·塔尔"
"监视","詹妮弗·林奇"
